gene,observed_dNdS,expected_dNdS,p_value
MSR1,3.0,3.4813185968974496,0.7964339324978618
P2RY1,1.0,2.151033066092503,0.43256526379614557
KLHL11,3.0,3.0364453401048808,0.9833134070107347
GORAB,4.0,3.4409366526907124,0.763120376538998
SOGA1,1.3333333333333333,2.202355681223434,0.5581569034052258
SHOC2,2.0,3.05030073718061,0.5475930394246713
MOCS1,5.0,2.0892150872673083,0.04402946332069668
FAM111A,1.0,3.577216600996364,0.17299879773367394
GNG12,2.0,2.9954214536057635,0.5651926271933343
CDK5RAP2,5.0,2.779034269006924,0.18276880325518768
UBQLN3,3.5,2.864082372761645,0.7070968944532743
MBD5,3.0,3.5287262061743205,0.7783550332986472
TEX35,1.0,3.13236267637872,0.22826970820945364
NDUFB8,3.0,2.8257253934189195,0.9174281970743128
MAGEA11,2.0,2.710269048388548,0.666151157398774
ZC3H12C,4.0,3.1970168514118464,0.6533662983617218
CCDC22,1.0,2.2303718086632967,0.4100252331937928
INPPL1,7.0,2.2161963284952715,0.0013115845220247726
KANK4,2.0,2.3813457539004865,0.8048154476525371
WNK2,3.5,2.2453188160062703,0.4024095647750292
BTN3A3,6.0,2.729229811909309,0.04772157005815357
COL7A1,2.333333333333333,2.7001555975210776,0.823353011179746
KIAA1429,12.0,3.728951905352667,1.8423422856426188e-05
NTN1,2.0,2.1284596826989404,0.9298361674458222
SIGLEC7,3.0,2.351843358069795,0.6725542580793046
ZNF746,0.3333333333333333,2.312613669365569,0.19307548003243608
CAMSAP3,3.0,2.124332148077786,0.5479747972647732
KLF12,2.0,3.0010407791653813,0.5633647627257226
NPTX2,1.5,2.0475614180050563,0.7019710247165242
TYR,2.5,3.1595644945064527,0.7105931508815237
MARC1,4.0,2.252357119861507,0.24422733623298498
LRRN4,0.0,2.031773142639914,0.15404079911299204
SNRPA,4.0,2.429731657298817,0.3137506445230616
DFNA5,5.0,2.3718787350284174,0.0879202404462834
PMVK,1.0,2.3541145102752217,0.3774769486927888
PPIH,1.0,3.0458138261901047,0.24110299269984123
Y_RNA,2.0,,
KIAA0947,15.0,3.420925557332594,3.8399296737687186e-10
MTHFD1,1.5,2.745791841341637,0.45216160084073287
POTEF,1.0,2.8550431979017348,0.2722648280755481
GNB2L1,3.0,2.717952714426888,0.8641603244837968
SP8,0.5,2.116827127026798,0.2664507162589781
GYG1,1.0,2.8488395480887374,0.2733497279238796
TGIF2LX,4.0,2.7789671497126047,0.46388606927338394
PTMA,4.0,3.363182695621607,0.7284050891079806
NUP188,2.0,2.4848687578969555,0.7583941893537707
ZNF440,3.6666666666666665,3.639521040766401,0.9886471957649599
IL6,4.0,2.558767264807221,0.36759501101570624
ACER3,2.0,3.0715900891285,0.5409146527102044
SYTL3,2.0,2.6442455227877977,0.6919668794976348
ASMT,3.0,2.385809085513868,0.690898622910034
HIST1H1E,4.0,2.280966923569065,0.25503024109544015
EIF5B,4.0,3.714648689616873,0.882299922593785
PDS5A,2.0,3.4472311713209303,0.43569941624671626
SLC2A12,6.0,2.7238667556738534,0.04714034446065814
PRG2,2.0,2.932569111706868,0.5860465440473452
ATP5B,2.0,2.7501937808844,0.6510039440085561
MPP4,2.0,2.992875436679634,0.5660227555370638
BPIFB6,2.0,2.438432191151949,0.7788886048739194
PCDHGA10,1.25,2.3258312769777856,0.48054153015071377
KIAA0226,4.0,2.486583268220253,0.33718226842653204
CD72,4.0,2.606581528272636,0.38809910589159147
TMEM5,5.0,3.2052683615947566,0.3161211776040496
ADAM11,5.0,2.300025848220762,0.07502683942637402
TSHB,3.0,3.1690895868524804,0.92432768326846
SNAP25,3.0,3.063397365686522,0.9711055356466581
ACP1,2.0,3.225106314394893,0.4951223808346694
APOF,0.0,2.6760018055824366,0.10187120322604981
SEMA4C,1.0,2.1764923438968142,0.425182192522811
ATP8A1,6.0,3.1747315666874933,0.11281965529409094
ZBED1,3.0,1.961041496639906,0.4581381555306717
HOOK2,5.0,2.209576485734876,0.06048769244708798
TPSAB1,2.0,2.088769613383591,0.9510236833790984
GRAMD1A,1.0,2.1590071703315346,0.4302372137691107
MRPS7,2.0,2.660187266197109,0.6856447179052246
SERPINA10,2.0,2.4996949109038824,0.7519614480282263
SERPINA12,1.0,2.428738289456883,0.3592610399697873
GCC2,1.3333333333333333,3.628724370266065,0.22821118127355833
CYR61,3.0,2.423770267622296,0.7112883928063753
SPG7,0.6666666666666666,2.269566390008679,0.2873361574382739
SLC16A12,3.0,2.8711280404824646,0.939374730799299
SIX2,0.0,2.0612037870892785,0.15109076920938783
TMEM171,2.0,2.8796900082978194,0.6041860452777718
PTGIR,4.0,1.8985280600061252,0.1272194762050319
MPHOSPH6,2.0,4.084830003373643,0.3022903528271821
SUPV3L1,7.0,3.163328071280443,0.030993127084037383
SNORD114-17,2.0,,
KRTAP5-4,2.0,2.758564937558099,0.6478714601384188
C8orf31,2.0,2.516205416807277,0.7448602323207317
VIT,3.0,2.6467006135665505,0.8280795096070981
MED7,2.0,4.0366102387888105,0.3107369898796182
RP11-423H2.1,2.0,,
JTB,2.0,2.7897499150816016,0.6363329716034668
CDX1,0.0,2.176054898946367,0.14017337055763596
LRSAM1,6.0,2.3493895300416923,0.01723269302630596
PRAMEF7,1.0,2.251172121153949,0.4043387070984267
NOX1,4.0,2.7656907596696634,0.45796490463543027
ZFC3H1,6.0,3.576618938993558,0.2000525268409911
FBXO34,3.0,3.3354699085185486,0.854260124284063
BMP15,2.0,2.902262944446228,0.5963751152325283
CYB561A3,4.0,2.1258028402642104,0.19863653048114302
LRP12,7.0,3.9131689405351535,0.11865467575720533
HSPE1,2.0,3.8700913849823633,0.3418025672523843
ATP8B1,6.0,2.902548332582961,0.06905074270201826
SLC22A8,2.0,2.132378968543007,0.9277675515928288
ZNF572,1.0,3.801646904104112,0.15074550148618182
DPF2,1.0,2.686449294352529,0.30351464723403543
KLHL25,4.0,2.1331549368172835,0.20118071915590147
GABRG3,7.0,2.566406336428971,0.005648191802929602
TRAV12-1,2.0,,
MEA1,3.0,3.1144335548926745,0.9482989146528237
TRAV8-6,5.0,,
XAGE5,3.0,4.004257009455168,0.6157649332550781
MAN2A1,3.0,3.371396807974016,0.8397050121647216
CCDC155,1.0,2.3419690391314334,0.3805389255075331
MROH2B,2.875,2.750601388777625,0.9402091551241735
USP32,7.0,3.304657022606456,0.04207419750568172
DBNL,0.5,2.475072264278184,0.20932632699884027
ARHGEF16,3.0,2.127226364947036,0.5495701427072321
RNU6-614P,2.0,,
YAE1D1,2.0,3.396945745492534,0.44848647784063833
SORT1,1.0,2.7238889664972183,0.2962472845757624
LIFR,4.5,3.820617015477316,0.72815975597852
PTGES3L-AARSD1,4.0,2.563647420931758,0.3696754188399656
PEX11A,5.0,2.422857358177591,0.09778808337838009
SLCO1B1,0.7142857142857143,3.45486365410662,0.14036352949973752
SLAMF9,4.0,2.6021505399759444,0.3861879986718949
LRRN3,2.0,3.281998446356424,0.47916283469280085
AC093838.4,4.0,,
RAB17,1.0,2.1416577617711683,0.4353207888973467
NCK1,5.0,3.5566123245383805,0.444058288376047
SLC44A4,5.0,2.0778681452079155,0.04264472200774275
HYAL3,2.0,2.542350410427103,0.7337484098262905
FATE1,3.0,2.5677654842658564,0.7873619994817369
DCAF10,3.0,2.8971318177569745,0.9518082514062108
ZNRF4,3.0,2.0129661993196706,0.4866249729338835
NT5C2,2.0,3.0185672938337493,0.5577016846918166
DTX3,5.0,2.251878543835672,0.06705329546629983
HSPA2,0.3333333333333333,2.002856117459567,0.23812399013623453
HS3ST4,0.6666666666666666,2.222574088478672,0.2966465149033862
CHI3L2,5.0,2.578199414350404,0.13148451908642847
GJA10,8.0,3.2488779576906537,0.008391362074356631
VIPAS39,3.0,2.7948767081037493,0.9023471052840202
ZNF140,2.0,3.5065347688797086,0.42109325927782293
HPN,2.0,2.220336250884662,0.8824463028242558
TLCD1,2.0,2.0688398070078144,0.9618275092472137
LIN37,2.0,2.5907991037334184,0.7135831531409524
DDX26B,5.0,3.399230782174062,0.3852644829689491
TMEM38B,4.0,3.3550598026584546,0.7247612691503006
ZNF354B,2.0,3.6142523263182302,0.3958220111558841
UTRN,3.4,3.131277239518852,0.8792972760412784
ZNF623,3.5,3.0597771053609017,0.8012978133728357
CR1,2.0,3.161000692352532,0.5137494912078006
UBA6,5.0,3.9802012804621754,0.6092348360219342
FAM189B,0.0,2.219645629663588,0.13626433338169494
ISL1,3.0,2.7304642808674644,0.8704266547061936
C10orf2,2.0,2.509459342206797,0.7477538313911749
MAP3K14-AS1,2.0,,
CSF1R,3.0,2.2227002261396507,0.6021073263787715
CBX7,2.0,2.161938036309956,0.9123019306269939
SULT1C4,3.0,3.472429196023489,0.7998628884790393
THUMPD1,0.0,2.986724115530813,0.0839498394791529
SHPRH,3.333333333333333,3.4442238118180133,0.9523535799101336
DPYS,6.0,2.734982235526847,0.048350147459904735
PCED1B,4.0,2.31372027692444,0.2676035303450349
CNTNAP2,2.4444444444444446,2.74778479603686,0.8548020726812137
COL5A1,2.6,2.7241561413494404,0.9400370700405088
NOSIP,4.0,2.0774025919232484,0.18223185431847497
HPGD,1.0,3.1393316231914503,0.22726920841375786
PCDHB13,12.0,2.149785456809004,1.8407679493532552e-11
LCA5,6.0,3.7209609525866014,0.23741443188028596
ZBTB45,3.0,2.479397727724882,0.7409293297503861
WWC1,2.333333333333333,2.363035398419145,0.9845842531228153
GLTPD1,4.0,1.8291098683061024,0.10845890736382204
LDLRAP1,2.0,2.188091541550773,0.8988170072764334
SPSB1,3.0,2.1454305193579257,0.5596026061131745
VWC2L,5.0,3.587898721959623,0.45597147109769864
TMEM205,2.0,2.249046505244761,0.8681048575026975
SURF6,1.0,2.149046036848067,0.4331476125839605
CCDC62,3.0,3.08467237982168,0.9615488706612307
SIPA1L2,3.0,2.661380466320565,0.8355669925722984
HDAC6,3.0,2.524933644984743,0.7649620544342945
CEP41,8.0,2.9448121117265385,0.0032208353557088387
C19orf26,0.3333333333333333,2.1480261616577314,0.21564979602374929
ITPR1,9.0,2.5844072535315603,6.586011257843327e-05
TRAV24,2.0,,
XYLB,3.0,3.061902729290228,0.9717795726873795
BATF2,0.0,2.3126903044094944,0.12832178201658512
CALM3,3.0,2.7429795466752958,0.8766735971869773
RPS8,3.0,2.437124352680238,0.7184308355762541
SEC62,2.0,3.694353505902887,0.3780335451594561
FREM1,15.0,2.8181955235808727,3.9729042063720853e-13
CTNNBL1,2.0,2.542792914128257,0.7335617386697313
OR2M5,13.0,2.6192763500693785,1.4164014830096323e-10
DCDC1,7.5,3.324234559219065,0.02200457566449689
CTCF,5.5,3.342027583695516,0.23782854907089157
MALSU1,2.0,2.8559328856518915,0.6125169324583281
RRH,4.0,3.125536735255764,0.6208622763052393
ZNF567,1.0,3.561502380538552,0.17468362900963563
SREBF1,2.0,2.144099915667274,0.9216063772265475
RASIP1,1.5,2.116648235340836,0.6716745266422947
GOLGA7B,0.0,2.380618411660404,0.12284890693902521
RASSF4,0.25,2.2300186050476203,0.1848685172405053
NACAP1,5.0,,
ZDHHC8,2.0,2.085976879998158,0.9525309480541714
OR2G3,0.3333333333333333,2.423751345125358,0.17935900130180138
KMT2C,8.666666666666666,3.6544252038468654,0.008743129130068744
KDM5B,5.5,3.106293140801168,0.17441410075617325
TMEM51,2.0,2.3025699103084194,0.8419519541691248
CCNI,3.0,3.085901646544159,0.9609988462652383
ANTXR1,3.0,2.6847892353750136,0.8474494075037287
FAM46B,0.0,1.999397805661724,0.157361715011599
HEATR1,1.2,2.9082282083903097,0.3164952213881974
TMEM87B,3.0,3.1947695081604097,0.9132274292051766
ZNF573,7.0,3.684719331339502,0.08414926953387182
CCL24,0.0,2.419243177290423,0.11985282213214717
MYO18B,2.2857142857142856,2.480153158096261,0.901738892067314
PDCD2L,2.0,2.82308161340508,0.6242256218154767
SEC16A,3.0,2.8416656044767907,0.9251674323556269
GEMIN8,3.0,3.1504119551248664,0.9324665089873737
MMP24,1.0,2.3014127693703856,0.39096826162053544
MSX2,2.0,2.169071485639397,0.9086054199082879
C1QTNF2,0.0,2.3938409593726697,0.1218140039633589
FAM98C,0.5,2.197294183056268,0.25220093020204903
PUS7,3.0,3.2145168880409325,0.9047623896133535
CDH8,7.0,3.1633368944932765,0.030993747808365515
ATG2A,1.0,2.142185797994689,0.43516506108249486
OR4A47,2.0,2.5763923437138776,0.7195222619715451
SLC35B3,0.0,3.2051912407024963,0.07340492667265121
BRAP,1.5,2.949250811198171,0.3987288593023308
TTC8,4.0,3.18442169716003,0.6476451955564722
ZNF718,4.0,,
CCSER2,7.0,3.891537018873804,0.11508526909458686
SMAD1,3.0,3.197660543952951,0.9119842882938018
DLK2,2.0,2.611084999902558,0.7053016936697423
CNOT8,3.0,3.1433299299518067,0.9355668873902013
MRPL41,3.0,2.0258420704321374,0.49370612516971
LIG1,4.0,2.256775407659603,0.24588440620288401
TM2D2,2.0,3.2584129348282223,0.485715072101083
NFKBIA,1.0,2.278917907086997,0.3968919367386121
SEC24B,4.0,3.5454120882536704,0.8092247552823841
ZFP37,8.0,3.6599453308753658,0.0232926701437883
TRIM17,3.0,2.220337041497934,0.6008101724917227
TH,2.0,2.030285568055604,0.983042394693098
MIR515-2,2.0,,
TMEM165,3.0,2.482857227383925,0.7427627278889237
SPATA22,3.0,3.8009557301676296,0.681197223108378
NCKAP5L,0.0,2.3877633252733244,0.12228848308106494
NHLRC1,4.0,2.2918583156061443,0.2591872986222144
SSPN,2.0,2.1674415816698587,0.9094488038143815
NFRKB,5.0,2.637185779372619,0.14567276738677445
MANEAL,3.0,2.147522710840915,0.5607553521768702
AP000275.65,2.0,,
TM4SF5,1.0,2.2462536230626937,0.40567524339282734
TNFSF13,2.0,2.616611568117319,0.7030619167353203
LCN6,2.0,2.057809261754375,0.9678547069963652
SLC25A2,0.5,2.6949969328402457,0.18119915004972012
TMEM105,4.0,2.420154965275921,0.3098530926357581
MAP4K1,0.75,2.3255622308590085,0.30152458158327977
RRM2B,1.0,3.5230782686574504,0.1788780321051079
RRAGB,2.0,2.993235192469026,0.565905383149086
NAALADL1,7.0,2.16764048131931,0.0010299894804831392
PODXL,2.0,2.5345200396221124,0.7370593359442912
DYNAP,1.0,3.5584295992497488,0.17501513800654034
VEZT,8.0,3.9413169514616575,0.040914704940375086
WNT8A,0.5,2.70760257739172,0.17972033117685576
ADAM10,2.0,3.9149472970734633,0.33313508243254
CD300LF,1.0,2.583154352796088,0.3246108692603438
CHMP1B,2.0,2.3702460751147343,0.8099518212796611
CTSF,8.0,2.242934284774287,0.0001210033693194197
GLRA4,2.0,2.3712150974876653,0.8095021598128119
ATG4A,3.0,3.452957466592136,0.8074169763227363
ZNF599,7.0,3.242220488924026,0.036893533340973506
SNX14,3.0,3.4688916050018457,0.8012308954444409
RNASE11,3.0,2.8900806806869834,0.9484466856586362
TMEM246,0.5,2.247514525918948,0.24375449312360709
PTPN22,2.0,2.932405245492009,0.5861019075321887
TLK2,2.5,3.348779282496706,0.6427751543258051
ALOX5,4.0,2.2258450408799115,0.2343726242858608
FAAH2,7.0,2.91726011244395,0.016831657625288633
MYLK3,2.0,2.4777959806756877,0.7614816758778943
TTC19,2.0,2.6951861468010287,0.6719637073018594
CPAMD8,3.0,2.2577379928703527,0.6213113913593278
CYTH3,2.0,2.5353633817636703,0.736702046277019
SRP72,2.0,3.229101142749184,0.49398441828222495
SYTL4,2.0,2.768790244606919,0.6440654065888651
ZNF185,2.0,2.787668059782704,0.6370968714939006
TSPYL2,3.0,2.731049804374526,0.8707193915092306
SLCO3A1,1.3333333333333333,2.0556752770293314,0.614395883375201
RAD54L2,1.0,2.638000083716034,0.3132138029385051
RAD23A,2.0,2.4063226913115248,0.793371271608018
TUBAL3,2.0,2.570181809754457,0.7220974054401774
DMRT2,0.0,2.27730077758105,0.1312801744271454
ZNF212,3.0,2.4805336719576943,0.7415314689384382
C1orf27,2.0,3.702155369960308,0.3763449944174033
PHOX2B,1.5,2.3294894080184405,0.5868020209651834
RTCA,1.0,3.3070995589429093,0.20456500801559532
MIR134,2.0,,
ZNF670,2.0,2.8829221278263018,0.6030614037784465
RPL7A,3.0,2.363923427984549,0.6790888198317726
KLK6,3.0,2.550326507266211,0.7782667755837754
ETV7,4.0,2.3947688587011733,0.2995945106599898
ARL4C,2.0,1.815728991100436,0.8912273698565975
TRAV29DV5,2.0,,
INTS12,3.0,3.468956039367402,0.8012059608161874
CARD17,2.0,3.114048155382501,0.5278391485557903
KRT222,3.0,3.26443045109392,0.8836410985342017
PRMT2,3.0,2.4899492970609707,0.7465174349185866
OR2W1,3.0,2.815787754246448,0.9125847925270725
APOBEC3B,2.0,2.590261605853479,0.7138038698573637
SP110,0.5,2.998379622054791,0.14906840683140757
ICAM4,2.0,2.052747247301006,0.9706320234317132
RPL23,0.0,2.8932483873718504,0.088951411305184
ACOX2,0.3333333333333333,2.441240673224092,0.17730277789356896
MKNK1,2.0,2.917274625920282,0.5912364920642867
NKG7,3.0,2.66911050534928,0.8394986387533161
SBNO2,1.0,1.9850183275439883,0.4844666548140397
MUM1L1,2.0,3.680778914439964,0.38098987923893146
EGFR,6.0,2.4995256540899917,0.026821596310926562
ADAMTS20,1.5,3.778587139441442,0.24111763106638237
SCD5,3.0,2.363927451300934,0.6790909943402856
C1R,3.0,2.2031723002358605,0.5913821320516515
SPRY2,1.0,2.860319814827683,0.2713457737774799
OR5D13,5.5,2.7365278176796557,0.09481387657115393
PADI1,1.0,2.2579168367548705,0.4025140246510549
CYLC2,7.0,3.804565314631617,0.1013717192836709
MS4A1,2.0,3.226452669584136,0.49473856418643325
FUT9,6.0,3.091694686991386,0.0981227215650301
SNX6,2.0,3.505850321663752,0.4212589685234801
SLC38A6,3.0,3.224384207448021,0.9005557007966593
FOXO4,2.0,2.526003294357852,0.740677002371376
SNAPIN,2.0,2.435558563448004,0.7801742813104177
CACNA1H,2.6666666666666665,2.064199601147996,0.6749738937985419
MOGAT2,2.0,2.263052915828896,0.8611879671788955
PCLO,4.6923076923076925,3.691557547631647,0.6024644412146261
DUSP7,3.0,1.9940643748204017,0.4762407853805536
TMEM61,2.0,2.3232433549419857,0.8320512744068911
TAF13,2.0,4.28158718619454,0.2701825065472005
AIF1L,2.0,2.6141084105877224,0.7040755170374893
ITGB5,1.0,2.4264645875277933,0.359801254330285
COG4,6.0,2.4894666361441766,0.02608470015554856
DHX57,1.5,3.2691913827683035,0.32783398280105375
ACER2,2.0,2.769429731065147,0.6438281151810481
CREM,4.0,3.133628248549752,0.6245453096101818
PCDHA3,3.0,2.2594564680458777,0.6222518021100074
ATXN3,6.0,3.693425202524009,0.23006246310104966
EFNA4,0.0,2.3173128274888137,0.1279408762558513
MS4A15,3.0,2.3474159843033973,0.6701565863100564
SNORD3D,2.0,,
RBM41,3.0,3.358459638611121,0.8449227859396462
ZNF417,2.0,3.662266501998424,0.3850595464077473
ANKK1,3.0,2.2563095752058584,0.6205295979367238
MIR517C,2.0,,
MAPK6,3.0,3.646367445369169,0.7349919551937882
PLA2G4F,6.0,2.200748015731143,0.01043654020569998
MIR222,2.0,,
FASTKD2,4.0,3.297257313170424,0.6987503038320194
DPF1,2.0,2.339627299483109,0.824283527751195
FBXL2,2.0,2.444186135683939,0.7763203983980784
HAUS8,5.0,2.5747739886495355,0.1306836955348711
PTPRT,4.25,2.35829299509369,0.218008127596355
PXDNL,3.4,2.728756949460476,0.6844874380521676
TLR10,0.75,3.160264090140447,0.17515554584573795
CELSR2,2.0,2.2171165983626016,0.8840683466959246
PRPS1L1,5.0,,
ZNF135,12.0,2.769081674796539,2.9021277975682046e-08
FAM174A,3.0,2.3644094959476774,0.6793515191621029
KIF5C,3.0,2.583280678714868,0.7954243585137674
AKR1B15,2.0,2.56184378245664,0.7255688597051084
ST8SIA1,4.0,2.7001441137184283,0.42891715496426774
SNRNP40,3.0,2.9372449269662693,0.9707906576166347
RBL1,10.0,3.5347481667650844,0.0005843108820025382
GRIK4,5.0,2.200193831036627,0.05908695427708366
TEKT2,0.0,2.208951050491927,0.13721194030404948
MAPK8,2.0,3.545528242265648,0.41176114262748853
CBX6,2.0,2.100951519673486,0.9444743168067578
SELE,2.0,3.206612748453732,0.5004250133841832
GAB4,0.5,2.533351812483699,0.2014217685060784
PRSS53,2.0,2.432800607339431,0.7814101294641702
SNORD116-9,2.0,,
UNC93B1,0.0,1.947971355841225,0.1628056242725743
ARID1B,3.333333333333333,2.8049147808296024,0.7523716508098544
TMEM38A,2.0,2.056290667485361,0.9686871439433945
KIAA1217,4.5,2.8047908515431046,0.31143495650621716
GOLGA3,4.0,2.3349034962859903,0.2758475381668137
LIN28B,7.0,3.54494231431179,0.06649651949315209
ANKRD40,2.0,2.808823045706715,0.6293766148500839
ARHGAP8,1.0,1.979485990061676,0.48631563963028024
MSL3P1,2.0,,
SFMBT2,4.0,2.715385136502693,0.43564179349239296
DROSHA,4.0,3.244389161271436,0.6748509361932757
PCDHA4,1.1666666666666667,2.242813195060603,0.47240001293787837
METTL2B,3.0,3.037235727229292,0.9829537988016717
KRT71,2.0,2.1401074653415346,0.9237007926477753
DNAJC28,2.0,3.584574025160818,0.40262691107443815
NDRG3,1.0,2.832718046861599,0.276191369359748
WDR11,3.0,3.082447243632638,0.9625450881894653
OR6C68,1.0,3.1587727322153416,0.22450326081151598
THOC6,2.0,2.2906230274086026,0.8477242028228101
CRIPAK,2.0,2.777700919733361,0.6407667609136005
TTLL9,1.0,2.447466205551654,0.35484586615729696
EDC4,3.0,2.432413844762054,0.7159132837868984
WDR34,3.0,2.1552006776455723,0.5649851110883697
DENND5B,2.0,2.9786122436286373,0.5706959080854976
CAMK2D,0.5,3.4602722712302043,0.11152191899277814
TMOD1,1.0,2.3982998533730973,0.3665691289495955
FGF6,2.0,2.0460422879608986,0.9743217947678742
ZNF17,2.0,3.619387310684083,0.39465653504329934
DHRS7C,5.0,2.1068220892986447,0.046234361662087234
CHMP6,2.0,2.171350959717942,0.9074271333778443
SUN2,3.0,2.2329849527847525,0.6077499805227654
NCOA6,1.8,3.2948257541495813,0.4102121386685067
IL23R,3.0,3.506955234903548,0.786613988172064
EZH2,2.0,3.4742210815468337,0.4289892588158474
MCTS1,2.0,3.6621215564538567,0.3850915843107702
ATP6V0D1,0.0,2.190200355259166,0.1388912477432974
TRIM43,4.0,2.925184407819572,0.5297218877938321
KDM4B,7.0,2.127031428105971,0.0008340743858684914
SKP2,2.5,2.6001076917588524,0.9504968391033527
ARIH1,2.0,3.129996429157653,0.5230102335963984
TAF5L,2.0,2.487549886213736,0.7572269675317165
RSL1D1,4.0,3.097262132818484,0.6079882426728453
C21orf2,2.0,1.9135227125800736,0.9501526010084735
C5orf30,2.0,2.7982735704542665,0.6332148366584038
C3AR1,1.3333333333333333,2.7307200652491117,0.3977617456372383
OR8G1,2.0,2.5030120503030555,0.7505294786819486
WDR41,2.0,3.46718669291266,0.430727963098108
DNHD1,11.0,2.454688287705904,4.919841578306432e-08
LRRK2,2.75,3.114850811717748,0.836223259782818
AFG3L2,2.0,2.9826613503432107,0.569365355517017
IFI44,3.0,3.217842405263384,0.9033429168917244
PMS1,3.0,3.985374775864802,0.6215953595281059
WFDC2,2.0,2.3089400784106706,0.8388893807239096
PSG1,6.0,2.6291519428069625,0.037627539500419784
CD244,3.0,2.6056138365312638,0.8069796733294976
EEF1B2,3.0,3.1631016361493445,0.9269309601907648
REG3A,10.0,2.5649075242747204,3.4424346734576034e-06
RRN3P1,4.0,,
SPANXD,1.0,2.8471934937497,0.27363838878829494
NPC1,4.0,2.5626850023734367,0.3692649105142878
FAM122C,3.0,3.03078846508681,0.985889979372855
AADACL2,2.0,2.970258869240504,0.5734507061877214
SNORD113-7,2.0,,
PEBP1,0.0,2.2173785923021634,0.1364645933374225
FAM127C,4.0,2.070861304420632,0.18006165765680748
MSH3,6.0,3.2200400563561566,0.12133329561152428
GCNT3,3.0,2.8553235040370275,0.9317692673979608
C8orf37,2.0,3.360586235760155,0.4579686522293789
KLHL40,2.0,2.1243878349541943,0.9319897849830777
PARVB,2.0,2.158174055481213,0.91425799806619
SLC38A5,2.0,2.147985517939734,0.9195722104553524
PRRG2,3.0,2.2968266038569287,0.6426627898943722
CCNF,4.0,2.3765503979636926,0.29229995893832444
OR5D16,2.25,2.303467400396493,0.9718972855077852
RHOJ,1.0,2.5060198893299224,0.3414288138540458
PARP2,3.0,3.0137947629507216,0.9936599468862659
NXF2B,4.0,2.6140421451370783,0.39132174469777037
ZNF366,0.75,2.3296003285353635,0.3007065784023649
BTBD10,4.0,3.780539052960392,0.910133237675728
CYP2W1,5.0,1.82959663275008,0.01908390421953836
SPIN3,2.0,2.963590007373352,0.5756595347522988
DMC1,2.0,3.593256518190699,0.4006238984355448
SOX6,0.6666666666666666,3.180195078284877,0.15869520098565604
MIOX,4.0,2.3232482475416822,0.27130091902936937
SETD6,3.0,2.378550198685245,0.6869858726130846
AGBL1,12.0,2.637414357366972,8.161087988546555e-09
GUCY1A2,4.0,2.84760311331244,0.49466483296592323
TTI1,2.0,2.665917870334775,0.6833859953904231
TNFSF9,0.0,1.9759987720037984,0.15981256317665482
GYS1,2.5,2.2430286210254966,0.8637675194898691
ULK1,5.0,2.0330492484356903,0.037449562447076784
SRPK3,3.0,2.26021568928572,0.6226672275735057
CCDC106,1.0,2.1540244191103146,0.43169025543058803
LINC01106,2.0,,
MIR154,2.0,,
HEG1,4.0,2.801423449499996,0.4739268314130499
MYO5A,2.0,2.809957783239176,0.6289651416967064
CHST6,0.8,1.9254638326726925,0.41731955017657574
TPPP,1.0,2.07128558400026,0.456656386929565
BNIP3L,4.0,2.943429389177646,0.5379965475537923
FGF18,2.0,2.018337218958943,0.9897017220526165
WDYHV1,2.0,3.362844904914193,0.45737374390371854
NPY5R,3.5,3.3238035181635044,0.92300828877117
RPUSD3,3.0,2.1902219832949013,0.5842622581210514
CHMP2B,4.0,4.471185525571075,0.8236650487878542
KIAA1161,2.0,2.0723070765684617,0.9599399743091743
TIGD3,1.5,2.184162494278515,0.6434134245092997
IPO11,5.0,3.553167138309984,0.44275051257058173
RSBN1L,1.0,3.17711815472953,0.22192673070737687
TSEN2,2.0,3.0949321720634946,0.533686356175912
BLVRA,3.0,2.482094549090464,0.7423586427514498
IPMK,2.0,3.152194756893516,0.5163628359241255
LILRB2,5.0,2.338097940760405,0.08171031727094409
FCN1,0.5,2.5052675953640877,0.205187982638364
KIAA1731,5.0,3.726301798909802,0.509367351249671
FBF1,1.0,2.3895246616169983,0.36870689807479373
CYTH4,0.6666666666666666,2.259380214067205,0.2893254322247547
DISP1,1.0,3.464859134750709,0.18544095405717578
CD47,2.0,3.140288746418743,0.5199174998062711
EFNB3,2.0,2.3633850655376447,0.8131424161179194
CLTA,2.0,2.835477664293636,0.6197815462058774
LINGO2,3.6666666666666665,2.500575029787837,0.46086922346872317
NKTR,4.0,3.731819093441104,0.8895884681390946
PCNXL4,3.0,3.501561546791377,0.7886715024484714
MXRA5,4.333333333333333,2.716776781752252,0.3267097951341845
DTNA,7.0,2.9591565519291474,0.018822529390238648
MATN2,8.0,2.683949890594962,0.0011749018969968476
RAB19,3.0,2.425396135005088,0.7121588591230974
NARFL,1.0,2.234798028953349,0.40880760856314746
CCT6A,6.0,3.0593938118042483,0.09272422871576011
C10orf105,2.0,2.134992546125344,0.9263904422932924
PIP4K2C,2.0,2.418119071417083,0.7880207718678827
KCNK9,0.8,2.068106695912499,0.37788581630342566
C9orf3,5.0,3.1588372977536205,0.30023688208119903
ZNF581,2.0,2.6388049918883896,0.6941375710008786
IHH,2.0,2.1157730792676093,0.9365612299676205
EVPL,2.25,2.041736912037128,0.8841177284928997
ARFIP1,1.0,3.5842496557167784,0.17225039307324286
